year	stock	age	CAA
2009	GBwinter	6	231.0
2010	GBwinter	6	242.0
2011	GBwinter	6	562.0
2012	GBwinter	6	730.0
2013	GBwinter	6	505.0
2014	GBwinter	6	182.0
1982	GBwinter	7	536.0
1983	GBwinter	7	423.0
1984	GBwinter	7	1298.0
1985	GBwinter	7	235.0
1986	GBwinter	7	281.0
1987	GBwinter	7	189.0
1988	GBwinter	7	188.0
1989	GBwinter	7	231.0
1990	GBwinter	7	99.0
1991	GBwinter	7	83.0
1992	GBwinter	7	187.0
1993	GBwinter	7	332.0
1994	GBwinter	7	105.0
1995	GBwinter	7	66.0
1996	GBwinter	7	203.0
1997	GBwinter	7	80.0
1998	GBwinter	7	91.0
1999	GBwinter	7	42.0
2000	GBwinter	7	392.0
2001	GBwinter	7	330.0
2002	GBwinter	7	483.0
2003	GBwinter	7	518.0
2004	GBwinter	7	238.0
2005	GBwinter	7	160.0
2006	GBwinter	7	61.0
2007	GBwinter	7	90.0
2008	GBwinter	7	118.0
2009	GBwinter	7	113.0
2010	GBwinter	7	97.0
2011	GBwinter	7	153.0
2012	GBwinter	7	176.0
2013	GBwinter	7	285.0
2014	GBwinter	7	241.0
1982	GBwinter	8	584.0
1983	GBwinter	8	1084.0
1984	GBwinter	8	1880.0
1985	GBwinter	8	211.0
1986	GBwinter	8	189.0
1987	GBwinter	8	259.0
1988	GBwinter	8	196.0
1989	GBwinter	8	131.0
1990	GBwinter	8	36.0
1991	GBwinter	8	132.0
1992	GBwinter	8	124.0
1993	GBwinter	8	95.0
1994	GBwinter	8	96.0
1995	GBwinter	8	83.0
1996	GBwinter	8	182.0
1997	GBwinter	8	87.0
1998	GBwinter	8	26.0
1999	GBwinter	8	43.0
2000	GBwinter	8	337.0
2001	GBwinter	8	207.0
2002	GBwinter	8	387.0
2003	GBwinter	8	821.0
2004	GBwinter	8	374.0
2005	GBwinter	8	229.0
2006	GBwinter	8	122.0
2007	GBwinter	8	96.0
2008	GBwinter	8	104.0
2009	GBwinter	8	107.0
2010	GBwinter	8	73.0
2011	GBwinter	8	100.0
2012	GBwinter	8	147.0
2013	GBwinter	8	115.0
2014	GBwinter	8	360.0
1984	scup	1	227.0
1985	scup	1	22213.0
1986	scup	1	914.0
1987	scup	1	371.0
1988	scup	1	2007.0
1989	scup	1	908.0
1990	scup	1	7850.0
1991	scup	1	2046.0
1992	scup	1	3712.0
1993	scup	1	201.0
1994	scup	1	20407.0
1995	scup	1	4738.0
1996	scup	1	246.0
1997	scup	1	196.0
1998	scup	1	94.0
1999	scup	1	307.0
2000	scup	1	145.0
2001	scup	1	370.0
2002	scup	1	2132.0
2003	scup	1	237.0
2004	scup	1	475.0
2005	scup	1	666.0
2006	scup	1	2470.0
2007	scup	1	552.0
2008	scup	1	1898.0
2009	scup	1	738.0
2010	scup	1	431.0
2011	scup	1	190.0
2012	scup	1	223.0
2013	scup	1	691.0
2014	scup	1	616.0
1984	scup	2	33972.0
1985	scup	2	13515.0
1986	scup	2	9505.0
1987	scup	2	28804.0
1988	scup	2	3808.0
1989	scup	2	13903.0
1990	scup	2	9730.0
1991	scup	2	24503.0
1992	scup	2	10639.0
1993	scup	2	1881.0
1994	scup	2	7069.0
1995	scup	2	11535.0
1996	scup	2	3078.0
1997	scup	2	666.0
1998	scup	2	5693.0
1999	scup	2	1355.0
2000	scup	2	4131.0
2001	scup	2	6291.0
2002	scup	2	4505.0
2003	scup	2	661.0
2004	scup	2	1553.0
2005	scup	2	1515.0
2006	scup	2	5884.0
2007	scup	2	3603.0
2008	scup	2	16478.0
2009	scup	2	6163.0
2010	scup	2	1554.0
2011	scup	2	4683.0
2012	scup	2	4247.0
2013	scup	2	1444.0
2014	scup	2	1191.0
1984	scup	3	23897.0
1985	scup	3	12503.0
1986	scup	3	76009.0
1987	scup	3	58502.0
1988	scup	3	21724.0
1989	scup	3	13359.0
1990	scup	3	24569.0
1991	scup	3	21676.0
1992	scup	3	21269.0
1993	scup	3	17660.0
1994	scup	3	15911.0
1995	scup	3	10112.0
1996	scup	3	11568.0
1997	scup	3	7274.0
1998	scup	3	3777.0
1999	scup	3	7567.0
2000	scup	3	5570.0
2001	scup	3	6777.0
2002	scup	3	3714.0
2003	scup	3	3995.0
2004	scup	3	4086.0
2005	scup	3	2422.0
2006	scup	3	5276.0
2007	scup	3	7860.0
2008	scup	3	21617.0
2009	scup	3	7587.0
2010	scup	3	9861.0
2011	scup	3	3873.0
2012	scup	3	4628.0
2013	scup	3	8621.0
2014	scup	3	6083.0
1984	scup	4	10044.0
1985	scup	4	9461.0
1986	scup	4	9453.0
1987	scup	4	16565.0
1988	scup	4	13058.0
1989	scup	4	8147.0
1990	scup	4	8549.0
1991	scup	4	14944.0
1992	scup	4	4619.0
1993	scup	4	9378.0
1994	scup	4	7072.0
1995	scup	4	3127.0
1996	scup	4	2755.0
1997	scup	4	4926.0
1998	scup	4	3011.0
1999	scup	4	3225.0
2000	scup	4	4694.0
2001	scup	4	5434.0
2002	scup	4	7707.0
2003	scup	4	5830.0
2004	scup	4	5865.0
2005	scup	4	2529.0
2006	scup	4	3621.0
2007	scup	4	5097.0
2008	scup	4	11970.0
2009	scup	4	9247.0
2010	scup	4	8709.0
2011	scup	4	7879.0
2012	scup	4	3479.0
2013	scup	4	6523.0
2014	scup	4	7941.0
1984	scup	5	6029.0
1985	scup	5	3432.0
1986	scup	5	1859.0
1987	scup	5	2567.0
1988	scup	5	2897.0
1989	scup	5	777.0
1990	scup	5	1169.0
1991	scup	5	2993.0
1992	scup	5	4505.0
1993	scup	5	1762.0
1994	scup	5	932.0
1995	scup	5	982.0
1996	scup	5	1143.0
1997	scup	5	909.0
1998	scup	5	1402.0
1999	scup	5	760.0
2000	scup	5	1172.0
2001	scup	5	2007.0
2002	scup	5	3436.0
2003	scup	5	7836.0
2004	scup	5	4654.0
2005	scup	5	3191.0
2006	scup	5	1548.0
2007	scup	5	2296.0
2008	scup	5	3339.0
2009	scup	5	4742.0
2010	scup	5	6596.0
2011	scup	5	6179.0
2012	scup	5	6996.0
2013	scup	5	4872.0
2014	scup	5	5735.0
1984	scup	6	1637.0
1985	scup	6	787.0
1986	scup	6	506.0
1987	scup	6	775.0
1988	scup	6	274.0
1989	scup	6	257.0
1990	scup	6	467.0
1991	scup	6	723.0
1992	scup	6	1327.0
1993	scup	6	1276.0
1994	scup	6	170.0
1995	scup	6	268.0
1996	scup	6	523.0
1997	scup	6	147.0
1998	scup	6	403.0
1999	scup	6	141.0
2000	scup	6	156.0
2001	scup	6	375.0
2002	scup	6	590.0
2003	scup	6	2621.0
2004	scup	6	3394.0
2005	scup	6	3454.0
2006	scup	6	1911.0
2007	scup	6	1089.0
2008	scup	6	871.0
2009	scup	6	1456.0
2010	scup	6	2917.0
2011	scup	6	4315.0
2012	scup	6	4484.0
2013	scup	6	5917.0
2014	scup	6	3814.0
1984	scup	7	978.0
1985	scup	7	657.0
1986	scup	7	193.0
1987	scup	7	236.0
1988	scup	7	250.0
1989	scup	7	223.0
1990	scup	7	185.0
1991	scup	7	384.0
1992	scup	7	150.0
1993	scup	7	126.0
1994	scup	7	60.0
1995	scup	7	34.0
1996	scup	7	72.0
1997	scup	7	130.0
1998	scup	7	15.0
1999	scup	7	0.0
2000	scup	7	0.0
2001	scup	7	122.0
2002	scup	7	35.0
2003	scup	7	499.0
2004	scup	7	776.0
2005	scup	7	1184.0
2006	scup	7	1761.0
2007	scup	7	1564.0
2008	scup	7	912.0
2009	scup	7	434.0
2010	scup	7	540.0
2011	scup	7	1017.0
2012	scup	7	1827.0
2013	scup	7	2157.0
2014	scup	7	1630.0
1984	scup	8	337.0
1985	scup	8	192.0
1986	scup	8	342.0
1987	scup	8	21.0
1988	scup	8	131.0
1989	scup	8	37.0
1990	scup	8	9.0
1991	scup	8	0.0
1992	scup	8	6.0
1993	scup	8	2.0
1994	scup	8	6.0
1995	scup	8	3.0
1996	scup	8	15.0
1997	scup	8	17.0
1998	scup	8	23.0
1999	scup	8	0.0
2000	scup	8	0.0
2001	scup	8	219.0
2002	scup	8	39.0
2003	scup	8	158.0
2004	scup	8	73.0
2005	scup	8	123.0
2006	scup	8	416.0
2007	scup	8	799.0
2008	scup	8	712.0
2009	scup	8	390.0
2010	scup	8	606.0
2011	scup	8	333.0
2012	scup	8	432.0
2013	scup	8	1004.0
2014	scup	8	908.0
1984	scup	9	52.0
1985	scup	9	0.0
1986	scup	9	9.0
1987	scup	9	18.0
1988	scup	9	20.0
1989	scup	9	0.0
1990	scup	9	2.0
1991	scup	9	2.0
1992	scup	9	8.0
1993	scup	9	0.0
1994	scup	9	0.0
1995	scup	9	0.0
1996	scup	9	0.0
1997	scup	9	6.0
1998	scup	9	0.0
1999	scup	9	0.0
2000	scup	9	0.0
2001	scup	9	171.0
2002	scup	9	0.0
2003	scup	9	5.0
2004	scup	9	4.0
2005	scup	9	4.0
2006	scup	9	28.0
2007	scup	9	150.0
2008	scup	9	219.0
2009	scup	9	236.0
2010	scup	9	289.0
2011	scup	9	162.0
2012	scup	9	169.0
2013	scup	9	313.0
2014	scup	9	509.0
1984	scup	10	30.0
1985	scup	10	0.0
1986	scup	10	57.0
1987	scup	10	11.0
1988	scup	10	0.0
1989	scup	10	50.0
1990	scup	10	3.0
1991	scup	10	20.0
1992	scup	10	7.0
1993	scup	10	2.0
1994	scup	10	0.0
1995	scup	10	0.0
1996	scup	10	0.0
1997	scup	10	0.0
1998	scup	10	0.0
1999	scup	10	0.0
2000	scup	10	0.0
2001	scup	10	0.0
2002	scup	10	0.0
2003	scup	10	14.0
2004	scup	10	14.0
2005	scup	10	5.0
2006	scup	10	4.0
2007	scup	10	13.0
2008	scup	10	76.0
2009	scup	10	20.0
2010	scup	10	37.0
2011	scup	10	42.0
2012	scup	10	51.0
2013	scup	10	194.0
2014	scup	10	175.0
1984	scup	11	66.0
1985	scup	11	115.0
1986	scup	11	315.0
1987	scup	11	47.0
1988	scup	11	86.0
1989	scup	11	148.0
1990	scup	11	22.0
1991	scup	11	68.0
1992	scup	11	30.0
1993	scup	11	7.0
1994	scup	11	0.0
1995	scup	11	0.0
1996	scup	11	0.0
1997	scup	11	0.0
1998	scup	11	0.0
1999	scup	11	0.0
2000	scup	11	0.0
2001	scup	11	0.0
2002	scup	11	0.0
2003	scup	11	0.0
2004	scup	11	0.0
2005	scup	11	0.0
2006	scup	11	0.0
2007	scup	11	0.0
2008	scup	11	75.0
2009	scup	11	2.0
2010	scup	11	3.0
2011	scup	11	3.0
2012	scup	11	15.0
2013	scup	11	38.0
2014	scup	11	41.0
1982	fluke	1	4726.0
1983	fluke	1	3844.0
1984	fluke	1	2707.0
1985	fluke	1	2882.0
1986	fluke	1	2489.0
1987	fluke	1	845.0
1988	fluke	1	1443.0
1989	fluke	1	214.0
1990	fluke	1	561.0
1991	fluke	1	342.0
1992	fluke	1	362.0
1993	fluke	1	1035.0
1994	fluke	1	1866.0
1995	fluke	1	873.0
1996	fluke	1	140.0
1997	fluke	1	354.0
1998	fluke	1	15.0
1999	fluke	1	472.0
2000	fluke	1	153.0
2001	fluke	1	0.0
2002	fluke	1	136.0
2003	fluke	1	0.0
2004	fluke	1	156.0
2005	fluke	1	324.0
2006	fluke	1	222.0
2007	fluke	1	119.0
2008	fluke	1	211.0
2009	fluke	1	446.0
2010	fluke	1	7.0
2011	fluke	1	4.0
2012	fluke	1	280.0
2013	fluke	1	185.0
2014	fluke	1	286.0
2015	fluke	1	150.0
2016	fluke	1	46.0
2017	fluke	1	26.0
1982	fluke	2	19096.0
1983	fluke	2	24253.0
1984	fluke	2	27028.0
1985	fluke	2	14736.0
1986	fluke	2	16443.0
1987	fluke	2	16220.0
1988	fluke	2	18448.0
1989	fluke	2	2711.0
1990	fluke	2	7606.0
1991	fluke	2	10687.0
1992	fluke	2	11863.0
1993	fluke	2	11870.0
1994	fluke	2	10156.0
1995	fluke	2	6725.0
1996	fluke	2	7150.0
1997	fluke	2	3316.0
1998	fluke	2	2514.0
1999	fluke	2	2190.0
2000	fluke	2	2690.0
2001	fluke	2	3324.0
2002	fluke	2	1927.0
2003	fluke	2	873.0
2004	fluke	2	1427.0
2005	fluke	2	2494.0
2006	fluke	2	1527.0
2007	fluke	2	1208.0
2008	fluke	2	1443.0
2009	fluke	2	1785.0
2010	fluke	2	1795.0
2011	fluke	2	851.0
2012	fluke	2	525.0
2013	fluke	2	681.0
2014	fluke	2	1227.0
2015	fluke	2	976.0
2016	fluke	2	698.0
2017	fluke	2	377.0
1982	fluke	3	8331.0
1983	fluke	3	11179.0
1984	fluke	3	12499.0
1985	fluke	3	19662.0
1986	fluke	3	10411.0
1987	fluke	3	11515.0
1988	fluke	3	14202.0
1989	fluke	3	7661.0
1990	fluke	3	1541.0
1991	fluke	3	7022.0
1992	fluke	3	7196.0
1993	fluke	3	6037.0
1994	fluke	3	6794.0
1995	fluke	3	6871.0
1996	fluke	3	8810.0
1997	fluke	3	9438.0
1998	fluke	3	8537.0
1999	fluke	3	6239.0
2000	fluke	3	10721.0
2001	fluke	3	6279.0
2002	fluke	3	6692.0
2003	fluke	3	7116.0
2004	fluke	3	7129.0
2005	fluke	3	3814.0
2006	fluke	3	6306.0
2007	fluke	3	2499.0
2008	fluke	3	1609.0
2009	fluke	3	2343.0
2010	fluke	3	2671.0
2011	fluke	3	2157.0
2012	fluke	3	2305.0
2013	fluke	3	1871.0
2014	fluke	3	2316.0
2015	fluke	3	2208.0
2016	fluke	3	2587.0
2017	fluke	3	1308.0
1982	fluke	4	1207.0
1983	fluke	4	3044.0
1984	fluke	4	2562.0
1985	fluke	4	1614.0
1986	fluke	4	3512.0
1987	fluke	4	1712.0
1988	fluke	4	1999.0
1989	fluke	4	1547.0
1990	fluke	4	873.0
1991	fluke	4	230.0
1992	fluke	4	513.0
1993	fluke	4	349.0
1994	fluke	4	387.0
1995	fluke	4	391.0
1996	fluke	4	1436.0
1997	fluke	4	3638.0
1998	fluke	4	7010.0
1999	fluke	4	4981.0
2000	fluke	4	4964.0
2001	fluke	4	4146.0
2002	fluke	4	4058.0
2003	fluke	4	5214.0
2004	fluke	4	5247.0
2005	fluke	4	4632.0
2006	fluke	4	3826.0
2007	fluke	4	4809.0
2008	fluke	4	2001.0
2009	fluke	4	2836.0
2010	fluke	4	3159.0
2011	fluke	4	4435.0
2012	fluke	4	4825.0
2013	fluke	4	4707.0
2014	fluke	4	2675.0
2015	fluke	4	2661.0
2016	fluke	4	2712.0
2017	fluke	4	2254.0
1982	fluke	5	421.0
1983	fluke	5	1122.0
1984	fluke	5	1105.0
1985	fluke	5	564.0
1986	fluke	5	300.0
1987	fluke	5	733.0
1988	fluke	5	266.0
1989	fluke	5	207.0
1990	fluke	5	122.0
1991	fluke	5	112.0
1992	fluke	5	51.0
1993	fluke	5	49.0
1994	fluke	5	88.0
1995	fluke	5	52.0
1996	fluke	5	303.0
1997	fluke	5	583.0
1998	fluke	5	1233.0
1999	fluke	5	1351.0
2000	fluke	5	1024.0
2001	fluke	5	868.0
2002	fluke	5	1179.0
2003	fluke	5	1608.0
2004	fluke	5	1914.0
2005	fluke	5	2861.0
2006	fluke	5	1779.0
2007	fluke	5	1518.0
2008	fluke	5	2721.0
2009	fluke	5	2351.0
2010	fluke	5	3213.0
2011	fluke	5	4358.0
2012	fluke	5	3885.0
2013	fluke	5	5240.0
2014	fluke	5	3468.0
2015	fluke	5	2078.0
2016	fluke	5	1636.0
2017	fluke	5	1657.0
1982	fluke	6	107.0
1983	fluke	6	488.0
1984	fluke	6	116.0
1985	fluke	6	540.0
1986	fluke	6	158.0
1987	fluke	6	35.0
1988	fluke	6	50.0
1989	fluke	6	27.0
1990	fluke	6	30.0
1991	fluke	6	12.0
1992	fluke	6	45.0
1993	fluke	6	40.0
1994	fluke	6	11.0
1995	fluke	6	7.0
1996	fluke	6	21.0
1997	fluke	6	97.0
1998	fluke	6	167.0
1999	fluke	6	254.0
2000	fluke	6	299.0
2001	fluke	6	349.0
2002	fluke	6	272.0
2003	fluke	6	626.0
2004	fluke	6	673.0
2005	fluke	6	1520.0
2006	fluke	6	738.0
2007	fluke	6	651.0
2008	fluke	6	1291.0
2009	fluke	6	1478.0
2010	fluke	6	1574.0
2011	fluke	6	2275.0
2012	fluke	6	1717.0
2013	fluke	6	1834.0
2014	fluke	6	1948.0
2015	fluke	6	1415.0
2016	fluke	6	803.0
2017	fluke	6	800.0
1982	fluke	7	79.0
1983	fluke	7	159.0
1984	fluke	7	2.0
1985	fluke	7	32.0
1986	fluke	7	95.0
1987	fluke	7	23.0
1988	fluke	7	14.0
1989	fluke	7	7.0
1990	fluke	7	12.0
1991	fluke	7	2.0
1992	fluke	7	5.0
1993	fluke	7	32.0
1994	fluke	7	5.0
1995	fluke	7	2.0
1996	fluke	7	2.0
1997	fluke	7	25.0
1998	fluke	7	62.0
1999	fluke	7	47.0
2000	fluke	7	51.0
2001	fluke	7	113.0
2002	fluke	7	132.0
2003	fluke	7	267.0
2004	fluke	7	323.0
2005	fluke	7	726.0
2006	fluke	7	368.0
2007	fluke	7	286.0
2008	fluke	7	532.0
2009	fluke	7	442.0
2010	fluke	7	622.0
2011	fluke	7	734.0
2012	fluke	7	770.0
2013	fluke	7	705.0
2014	fluke	7	533.0
2015	fluke	7	816.0
2016	fluke	7	592.0
2017	fluke	7	422.0
1982	fluke	8	45.0
1983	fluke	8	64.0
1984	fluke	8	16.0
1985	fluke	8	15.0
1986	fluke	8	5.0
1987	fluke	8	25.0
1988	fluke	8	4.0
1989	fluke	8	6.0
1990	fluke	8	3.0
1991	fluke	8	1.0
1992	fluke	8	1.0
1993	fluke	8	6.0
1994	fluke	8	1.0
1995	fluke	8	2.0
1996	fluke	8	0.0
1997	fluke	8	12.0
1998	fluke	8	5.0
1999	fluke	8	8.0
2000	fluke	8	16.0
2001	fluke	8	42.0
2002	fluke	8	19.0
2003	fluke	8	103.0
2004	fluke	8	130.0
2005	fluke	8	361.0
2006	fluke	8	108.0
2007	fluke	8	95.0
2008	fluke	8	211.0
2009	fluke	8	176.0
2010	fluke	8	205.0
2011	fluke	8	351.0
2012	fluke	8	398.0
2013	fluke	8	293.0
2014	fluke	8	195.0
2015	fluke	8	275.0
2016	fluke	8	342.0
2017	fluke	8	314.0
1982	fluke	9	25.0
1983	fluke	9	17.0
1984	fluke	9	3.0
1985	fluke	9	22.0
1986	fluke	9	5.0
1987	fluke	9	4.0
1988	fluke	9	9.0
1989	fluke	9	4.0
1990	fluke	9	1.0
1991	fluke	9	0.0
1992	fluke	9	0.0
1993	fluke	9	3.0
1994	fluke	9	5.0
1995	fluke	9	0.0
1996	fluke	9	1.0
1997	fluke	9	0.0
1998	fluke	9	0.0
1999	fluke	9	0.0
2000	fluke	9	10.0
2001	fluke	9	9.0
2002	fluke	9	5.0
2003	fluke	9	29.0
2004	fluke	9	42.0
2005	fluke	9	210.0
2006	fluke	9	35.0
2007	fluke	9	31.0
2008	fluke	9	128.0
2009	fluke	9	77.0
2010	fluke	9	108.0
2011	fluke	9	132.0
2012	fluke	9	147.0
2013	fluke	9	119.0
2014	fluke	9	66.0
2015	fluke	9	127.0
2016	fluke	9	138.0
2017	fluke	9	204.0
1982	fluke	10	5.0
1983	fluke	10	32.0
1984	fluke	10	16.0
1985	fluke	10	1.0
1986	fluke	10	0.0
1987	fluke	10	0.0
1988	fluke	10	0.0
1989	fluke	10	0.0
1990	fluke	10	0.0
1991	fluke	10	0.0
1992	fluke	10	0.0
1993	fluke	10	0.0
1994	fluke	10	0.0
1995	fluke	10	0.0
1996	fluke	10	0.0
1997	fluke	10	1.0
1998	fluke	10	0.0
1999	fluke	10	0.0
2000	fluke	10	1.0
2001	fluke	10	5.0
2002	fluke	10	2.0
2003	fluke	10	12.0
2004	fluke	10	11.0
2005	fluke	10	91.0
2006	fluke	10	10.0
2007	fluke	10	16.0
2008	fluke	10	33.0
2009	fluke	10	21.0
2010	fluke	10	52.0
2011	fluke	10	50.0
2012	fluke	10	50.0
2013	fluke	10	54.0
2014	fluke	10	48.0
2015	fluke	10	38.0
2016	fluke	10	45.0
2017	fluke	10	115.0
1982	fluke	11	7.0
1983	fluke	11	22.0
1984	fluke	11	0.0
1985	fluke	11	0.0
1986	fluke	11	0.0
1987	fluke	11	1.0
1988	fluke	11	0.0
1989	fluke	11	0.0
1990	fluke	11	0.0
1991	fluke	11	0.0
1992	fluke	11	0.0
1993	fluke	11	0.0
1994	fluke	11	0.0
1995	fluke	11	14.0
1996	fluke	11	0.0
1997	fluke	11	0.0
1998	fluke	11	0.0
1999	fluke	11	0.0
2000	fluke	11	1.0
2001	fluke	11	4.0
2002	fluke	11	0.0
2003	fluke	11	2.0
2004	fluke	11	5.0
2005	fluke	11	47.0
2006	fluke	11	2.0
2007	fluke	11	10.0
2008	fluke	11	18.0
2009	fluke	11	6.0
2010	fluke	11	25.0
2011	fluke	11	36.0
2012	fluke	11	18.0
2013	fluke	11	57.0
2014	fluke	11	92.0
2015	fluke	11	68.0
2016	fluke	11	45.0
2017	fluke	11	63.0
1989	whitehake	1	11.9
1990	whitehake	1	26.3
1991	whitehake	1	19.7
1992	whitehake	1	60.4
1993	whitehake	1	10.0
1994	whitehake	1	0.9
1995	whitehake	1	0.0
1996	whitehake	1	0.0
1997	whitehake	1	0.0
1998	whitehake	1	5.7
1999	whitehake	1	138.0
2000	whitehake	1	5.6
2001	whitehake	1	0.3
2002	whitehake	1	18.1
2003	whitehake	1	117.3
2004	whitehake	1	18.4
2005	whitehake	1	291.8
2006	whitehake	1	9.6
2007	whitehake	1	8.1
2008	whitehake	1	71.9
2009	whitehake	1	33.3
2010	whitehake	1	6.3
2011	whitehake	1	3.3
2012	whitehake	1	0.1
2013	whitehake	1	0.0
2014	whitehake	1	0.0
1989	whitehake	2	704.7
1990	whitehake	2	708.7
1991	whitehake	2	417.3
1992	whitehake	2	200.9
1993	whitehake	2	1446.2
1994	whitehake	2	165.1
1995	whitehake	2	105.7
1996	whitehake	2	44.5
1997	whitehake	2	10.8
1998	whitehake	2	60.8
1999	whitehake	2	1524.7
2000	whitehake	2	30.5
2001	whitehake	2	27.8
2002	whitehake	2	18.5
2003	whitehake	2	422.1
2004	whitehake	2	91.3
2005	whitehake	2	63.2
2006	whitehake	2	78.7
2007	whitehake	2	20.0
2008	whitehake	2	73.4
2009	whitehake	2	44.3
2010	whitehake	2	18.7
2011	whitehake	2	9.8
2012	whitehake	2	3.3
2013	whitehake	2	1.5
2014	whitehake	2	1.2
1989	whitehake	3	1721.2
1990	whitehake	3	3647.0
1991	whitehake	3	410.8
1992	whitehake	3	346.9
1993	whitehake	3	2533.1
1994	whitehake	3	350.2
1995	whitehake	3	470.2
1996	whitehake	3	138.8
1997	whitehake	3	152.3
1998	whitehake	3	214.0
1999	whitehake	3	830.6
2000	whitehake	3	113.8
2001	whitehake	3	162.9
2002	whitehake	3	86.5
2003	whitehake	3	242.2
2004	whitehake	3	74.7
2005	whitehake	3	32.4
2006	whitehake	3	39.4
2007	whitehake	3	25.9
2008	whitehake	3	83.5
2009	whitehake	3	57.3
2010	whitehake	3	34.6
2011	whitehake	3	13.9
2012	whitehake	3	6.8
2013	whitehake	3	5.1
2014	whitehake	3	12.0
1989	whitehake	4	1318.9
1990	whitehake	4	2516.5
1991	whitehake	4	1339.4
1992	whitehake	4	2800.9
1993	whitehake	4	2168.9
1994	whitehake	4	1075.6
1995	whitehake	4	1864.7
1996	whitehake	4	566.8
1997	whitehake	4	122.6
1998	whitehake	4	142.5
1999	whitehake	4	362.1
2000	whitehake	4	133.1
2001	whitehake	4	388.1
2002	whitehake	4	253.4
2003	whitehake	4	118.9
2004	whitehake	4	91.9
2005	whitehake	4	49.5
2006	whitehake	4	45.4
2007	whitehake	4	64.5
2008	whitehake	4	165.4
2009	whitehake	4	95.2
2010	whitehake	4	92.6
2011	whitehake	4	70.9
2012	whitehake	4	22.9
2013	whitehake	4	47.7
2014	whitehake	4	59.5
1989	whitehake	5	1047.8
1990	whitehake	5	1335.4
1991	whitehake	5	1337.2
1992	whitehake	5	2152.0
1993	whitehake	5	2340.3
1994	whitehake	5	1142.3
1995	whitehake	5	790.5
1996	whitehake	5	529.2
1997	whitehake	5	237.1
1998	whitehake	5	200.7
1999	whitehake	5	279.9
2000	whitehake	5	264.8
2001	whitehake	5	378.1
2002	whitehake	5	437.7
2003	whitehake	5	176.8
2004	whitehake	5	99.5
2005	whitehake	5	108.3
2006	whitehake	5	56.2
2007	whitehake	5	63.8
2008	whitehake	5	141.0
2009	whitehake	5	141.2
2010	whitehake	5	143.0
2011	whitehake	5	161.2
2012	whitehake	5	89.4
2013	whitehake	5	104.7
2014	whitehake	5	137.5
1989	whitehake	6	598.3
1990	whitehake	6	389.9
1991	whitehake	6	760.1
1992	whitehake	6	812.1
1993	whitehake	6	883.5
1994	whitehake	6	607.3
1995	whitehake	6	335.6
1996	whitehake	6	425.0
1997	whitehake	6	324.9
1998	whitehake	6	192.9
1999	whitehake	6	289.9
2000	whitehake	6	272.0
2001	whitehake	6	249.3
2002	whitehake	6	233.8
2003	whitehake	6	246.6
2004	whitehake	6	197.6
2005	whitehake	6	135.4
2006	whitehake	6	73.5
2007	whitehake	6	56.5
2008	whitehake	6	65.3
2009	whitehake	6	125.4
2010	whitehake	6	127.7
2011	whitehake	6	148.9
2012	whitehake	6	148.4
2013	whitehake	6	104.5
2014	whitehake	6	116.9
1989	whitehake	7	260.9
1990	whitehake	7	85.6
1991	whitehake	7	176.1
1992	whitehake	7	364.7
1993	whitehake	7	306.0
1994	whitehake	7	258.3
1995	whitehake	7	171.7
1996	whitehake	7	260.7
1997	whitehake	7	195.5
1998	whitehake	7	167.9
1999	whitehake	7	172.4
2000	whitehake	7	169.8
2001	whitehake	7	218.7
2002	whitehake	7	186.8
2003	whitehake	7	271.2
2004	whitehake	7	171.8
2005	whitehake	7	104.1
2006	whitehake	7	118.6
2007	whitehake	7	74.4
2008	whitehake	7	85.9
2009	whitehake	7	110.3
2010	whitehake	7	85.0
2011	whitehake	7	148.6
2012	whitehake	7	153.2
2013	whitehake	7	91.4
2014	whitehake	7	72.8
1989	whitehake	8	40.0
1990	whitehake	8	32.8
1991	whitehake	8	40.6
1992	whitehake	8	179.5
1993	whitehake	8	101.5
1994	whitehake	8	87.2
1995	whitehake	8	29.2
1996	whitehake	8	68.8
1997	whitehake	8	80.5
1998	whitehake	8	97.7
1999	whitehake	8	98.4
2000	whitehake	8	86.2
2001	whitehake	8	117.7
2002	whitehake	8	93.9
2003	whitehake	8	211.9
2004	whitehake	8	141.6
2005	whitehake	8	135.6
2006	whitehake	8	57.8
2007	whitehake	8	49.3
2008	whitehake	8	40.2
2009	whitehake	8	62.9
2010	whitehake	8	35.8
2011	whitehake	8	85.7
2012	whitehake	8	85.1
2013	whitehake	8	63.2
2014	whitehake	8	30.2
1989	whitehake	9	23.0
1990	whitehake	9	13.9
1991	whitehake	9	14.9
1992	whitehake	9	41.2
1993	whitehake	9	12.7
1994	whitehake	9	29.0
1995	whitehake	9	24.5
1996	whitehake	9	14.6
1997	whitehake	9	21.7
1998	whitehake	9	38.1
1999	whitehake	9	73.7
2000	whitehake	9	92.0
2001	whitehake	9	69.9
2002	whitehake	9	41.3
2003	whitehake	9	115.7
2004	whitehake	9	84.8
2005	whitehake	9	81.0
2006	whitehake	9	52.4
2007	whitehake	9	31.4
2008	whitehake	9	24.8
2009	whitehake	9	40.4
2010	whitehake	9	27.5
2011	whitehake	9	55.2
2012	whitehake	9	70.4
2013	whitehake	9	44.1
2014	whitehake	9	22.4
1989	whitehake	10	10.0
1990	whitehake	10	8.2
1991	whitehake	10	8.8
1992	whitehake	10	10.7
1993	whitehake	10	7.5
1994	whitehake	10	8.9
